id_estado,Fecha,Magnitud,Profundidad,Ubicación,Latitud,Longitud,Tipo,Estatus,Tsunami,Significancia,Fuente
1,1678786459914,2.5,5.595,"17 km SSE of Dyer, Nevada",37.5231,-117.9836,earthquake,reviewed,0,96,us
1,1678786371750,2.81,4.25,"18km N of Deep Springs, CA",37.53,-117.978,earthquake,reviewed,0,121,nc
1,1678785908500,3.04,1.11,"16km N of Deep Springs, CA",37.5136667,-117.9836667,earthquake,reviewed,0,142,nc
1,1678774275850,2.57,3.53,"17km N of Deep Springs, CA",37.5215,-117.9846667,earthquake,reviewed,0,102,nc
1,1678771957600,2.57,7.72,"16km N of Deep Springs, CA",37.514,-117.9878333,earthquake,reviewed,0,102,nc
1,1678770029240,3.82,0.11,"16km N of Deep Springs, CA",37.5176667,-117.9835,earthquake,reviewed,0,226,nc
1,1678550993660,2.61,1.33,"14km N of Kings Beach, CA",39.3598333,-120.0131667,earthquake,reviewed,0,105,nc
1,1678550948470,2.95,-2.13,"14km N of Kings Beach, CA",39.3613333,-120.014,earthquake,reviewed,0,136,nc
1,1678294953418,2.7,11.5,"31 km SE of Mina, Nevada",38.1625,-117.8993,earthquake,reviewed,0,112,nn
1,1678225838300,2.6,-0.39,"5km ENE of Bonadelle Ranchos-Madera Ranchos, CA",37.0015,-119.817,quarry blast,reviewed,0,104,nc
1,1678199592440,3.8,9.29,"9km NW of Pinnacles, CA",36.5941667,-121.2011667,earthquake,reviewed,0,331,nc
1,1678178530110,2.99,7.09,"10km ENE of Ridgecrest, CA",35.6653333,-117.5728333,earthquake,reviewed,0,143,ci
1,1678091759550,2.51,8.0,"2km ESE of Aromas, CA",36.8813333,-121.6241667,earthquake,reviewed,0,104,nc
1,1677615677250,2.96,3.79,"5km W of Walker, CA",38.5163333,-119.5323333,earthquake,reviewed,0,135,nc
1,1677591051690,3.56,8.15,"17km SSW of Trona, CA",35.6128333,-117.4165,earthquake,reviewed,0,198,ci
1,1677550684500,3.15,7.92,"17km S of Trona, CA",35.6136667,-117.4145,earthquake,reviewed,0,153,ci
1,1677543930360,2.5,9.34,"6km WNW of Toms Place, CA",37.5853333,-118.735,earthquake,reviewed,0,100,nc
1,1677510994980,2.54,10.5,"4km NNW of West Bishop, CA",37.3953333,-118.4765,earthquake,reviewed,0,99,nc
1,1677439575510,2.81,7.41,"15km SSW of Searles Valley, CA",35.6398333,-117.4556667,earthquake,reviewed,0,123,ci
1,1677310299133,3.0,10.2,"36 km SE of Mina, Nevada",38.1785,-117.797,earthquake,reviewed,0,139,nn
1,1677090132682,3.5,8.7,"32 km SE of Mina, Nevada",38.1577,-117.8891,earthquake,reviewed,0,190,nn
1,1676970278960,2.61,3.85,"3km SSW of Ridgemark, CA",36.7895,-121.3748333,earthquake,reviewed,0,114,nc
1,1676687720340,2.9,0.06,"27km N of Searles Valley, CA",36.0061667,-117.364,earthquake,reviewed,0,129,ci
1,1676344011280,2.84,8.68,"9km SSE of Mammoth Lakes, CA",37.5661667,-118.9276667,earthquake,reviewed,0,124,nc
1,1676336094050,2.84,9.04,"9km SSE of Mammoth Lakes, CA",37.5656667,-118.9258333,earthquake,reviewed,0,124,nc
1,1676293426260,2.87,2.97,"15km ESE of Olancha, CA",36.22,-117.8596667,earthquake,reviewed,0,127,ci
1,1676287150380,2.69,9.04,"12km WSW of Toms Place, CA",37.5066667,-118.7941667,earthquake,reviewed,0,112,nc
1,1675939971830,2.5,7.38,"13km ENE of Ridgecrest, CA",35.678,-117.5535,earthquake,reviewed,0,96,ci
1,1675937993680,2.72,9.44,"10km E of Coalinga, CA",36.133,-120.2431667,earthquake,reviewed,0,114,nc
1,1675937590450,3.34,10.85,"11km E of Coalinga, CA",36.1451667,-120.2365,earthquake,reviewed,0,177,nc
1,1675937287330,2.52,9.43,"10km ESE of Coalinga, CA",36.1208333,-120.2536667,earthquake,reviewed,0,98,nc
1,1675802197120,2.73,3.28,"13km E of Mammoth Lakes, CA",37.6246667,-118.8318333,earthquake,reviewed,0,116,nc
1,1675641348690,2.55,4.99,"13km NNW of San Simeon, CA",35.7436667,-121.2573333,earthquake,reviewed,0,101,nc
1,1675567530688,2.5,11.9,"31 km SE of Mina, Nevada",38.1613,-117.8976,earthquake,reviewed,0,96,nn
1,1675567386540,3.5,11.4,"31 km SE of Mina, Nevada",38.1675,-117.8921,earthquake,reviewed,0,189,nn
1,1675501894400,2.67,5.81,"10km NNE of Cayucos, CA",35.5225,-120.838,earthquake,reviewed,0,113,nc
1,1675489785070,2.51,2.64,"6km NW of Castaic, CA",34.524,-118.6701667,earthquake,reviewed,0,105,ci
1,1675380946520,2.99,10.48,"6km SSE of Bridgeport, CA",38.2083333,-119.2108333,earthquake,reviewed,0,140,nc
1,1675298231750,3.11,7.1,"7km ESE of Ridgecrest, CA",35.5963333,-117.5995,earthquake,reviewed,0,161,ci
1,1675296661670,2.9,2.5,"2km WSW of Sylmar, CA",34.3035,-118.4691667,earthquake,reviewed,0,199,ci
1,1675201275080,2.64,3.94,"17km SW of Toms Place, CA",37.4751667,-118.8401667,earthquake,reviewed,0,107,nc
1,1675016750030,2.5,9.38,"13km NNE of Ridgecrest, CA",35.727,-117.6146667,earthquake,reviewed,0,96,ci
1,1674939452216,2.5,10.2,"34 km SE of Mina, Nevada",38.1637,-117.838,earthquake,reviewed,0,96,nn
1,1674926175675,3.7,7.9,"32 km SE of Mina, Nevada",38.1734,-117.8643,earthquake,reviewed,0,211,nn
1,1674832402100,2.59,9.61,"14km NNE of Ridgecrest, CA",35.734,-117.6185,earthquake,reviewed,0,103,ci
1,1674695488150,2.81,4.73,"9km SSE of San Juan Bautista, CA",36.7775,-121.4841667,earthquake,reviewed,0,124,nc
1,1674632898020,2.55,6.66,"13km SE of Mammoth Lakes, CA",37.5478333,-118.8758333,earthquake,reviewed,0,100,nc
1,1674482282950,3.62,5.65,"9km ENE of San Martin, CA",37.1093333,-121.5168333,earthquake,reviewed,0,291,nc
1,1674262554420,2.66,7.71,"1km SE of Portola Valley, CA",37.379,-122.2308333,earthquake,reviewed,0,132,nc
1,1674262549680,2.53,7.25,"1km SE of Portola Valley, CA",37.3781667,-122.2253333,earthquake,reviewed,0,115,nc
1,1674198939920,3.02,10.28,"8km NNW of New Idria, CA",36.484,-120.6923333,earthquake,reviewed,0,169,nc
1,1674198547840,2.88,7.28,"1km SE of Portola Valley, CA",37.3741667,-122.2261667,earthquake,reviewed,0,189,nc
1,1674156101850,3.16,4.17,"4km S of San Juan Bautista, CA",36.8073333,-121.532,earthquake,reviewed,0,160,nc
1,1674148555930,3.56,5.32,"4km S of San Juan Bautista, CA",36.8096667,-121.531,earthquake,reviewed,0,289,nc
1,1674136720370,3.35,8.5,"21km ESE of Little Lake, CA",35.8578333,-117.6995,earthquake,reviewed,0,174,ci
1,1674026930880,2.79,3.77,"24km NNW of Tehachapi, CA",35.3228333,-118.5685,earthquake,reviewed,0,122,ci
1,1673855204812,2.5,11.6,Nevada,38.1396,-117.9805,earthquake,reviewed,0,96,nn
1,1673840617950,2.63,5.85,"10km WSW of Toms Place, CA",37.5238333,-118.7866667,earthquake,reviewed,0,107,nc
1,1673823095920,3.38,16.43,"21km ENE of Le Grand, CA",37.2951667,-120.028,earthquake,reviewed,0,248,nc
1,1673665581670,3.2,5.56,"4km WNW of Walker, CA",38.5285,-119.5205,earthquake,reviewed,0,160,nc
1,1673533636560,2.5,6.82,"19km S of Trona, CA",35.5923333,-117.3818333,earthquake,reviewed,0,96,ci
1,1673497221998,3.3,11.5,"47 km ENE of Tonopah, Nevada",38.1836,-116.7029,earthquake,reviewed,0,168,nn
1,1673386027050,2.99,6.16,"3km WSW of San Juan Bautista, CA",36.8343333,-121.5731667,earthquake,reviewed,0,145,nc
1,1673364890590,3.15,7.64,"10km ENE of Porterville, CA",36.0841667,-118.9036667,earthquake,reviewed,0,180,ci
1,1673333989720,2.72,6.75,"3km NE of San Leandro, CA",37.7398333,-122.128,earthquake,reviewed,0,360,nc
1,1673300942500,2.84,3.94,"3km SSW of San Juan Bautista, CA",36.8201667,-121.555,earthquake,reviewed,0,134,nc
1,1673274411770,2.5,6.82,"9km NW of Pinnacles, CA",36.5941667,-121.2033333,earthquake,reviewed,0,97,nc
1,1673261269280,2.63,2.17,"12km S of Olancha, CA",36.1711667,-118.029,earthquake,reviewed,0,107,ci
1,1673039642200,2.78,11.23,"8km SSW of Kettleman City, CA",35.946,-120.0101667,earthquake,reviewed,0,119,nc
1,1672865374070,3.0,1.5,"16km NE of Little Lake, CA",36.0211667,-117.7673333,earthquake,reviewed,0,139,ci
1,1672810047140,2.84,3.58,"6km WNW of Walker, CA",38.5425,-119.541,earthquake,reviewed,0,124,nc
1,1672793161840,2.57,13.75,"19km NNW of Coalinga, CA",36.3015,-120.4271667,earthquake,reviewed,0,102,nc
1,1672707664070,2.68,5.56,"14km SE of Bodfish, CA",35.5026667,-118.3831667,earthquake,reviewed,0,113,ci
1,1672699269120,3.06,5.96,"2km ENE of Bishop, CA",37.371,-118.368,earthquake,reviewed,0,146,nc
1,1672564045940,2.6,3.74,"24km NW of San Simeon, CA",35.8168333,-121.3523333,earthquake,reviewed,0,104,nc
1,1672555750190,3.9,7.74,"9km NW of Pinnacles, CA",36.595,-121.2063333,earthquake,reviewed,0,346,nc
1,1672553971410,3.14,8.14,"9km NW of Pinnacles, CA",36.5958333,-121.2001667,earthquake,reviewed,0,161,nc
1,1672477343470,2.76,18.5,"6km WNW of Allendale, CA",38.4573333,-122.015,earthquake,reviewed,0,143,nc
1,1672468676410,2.66,3.18,"28km SSE of Lopez Point, CA",35.7735,-121.4815,earthquake,reviewed,0,109,nc
1,1672355015160,2.61,7.88,"20km ESE of Yosemite Valley, CA",37.6516667,-119.3848333,earthquake,reviewed,0,105,nc
1,1672233772129,3.4,8.1,"32 km NW of Gabbs, Nevada",39.0976,-118.1503,earthquake,reviewed,0,179,nn
1,1672187242080,2.6,2.1,"13 km NW of Mina, Nevada",38.4897,-118.1948,earthquake,reviewed,0,104,nn
1,1672009885456,2.9,2.9,"19 km NE of Mina, Nevada",38.4913,-117.9265,earthquake,reviewed,0,129,nn
1,1671675770250,3.34,3.82,"3km N of Union City, CA",37.6201667,-122.025,earthquake,reviewed,0,532,nc
1,1671640996326,2.6,8.6,"34 km SE of Mina, Nevada",38.1705,-117.8282,earthquake,reviewed,0,104,nn
1,1671640466520,2.93,4.17,"2km NNE of San Leandro, CA",37.739,-122.1453333,earthquake,reviewed,0,512,nc
1,1671622609040,2.9,9.46,"14km SW of Searles Valley, CA",35.6953333,-117.531,earthquake,reviewed,0,132,ci
1,1671621578652,2.9,9.6,"34 km SE of Mina, Nevada",38.159,-117.8429,earthquake,reviewed,0,130,nn
1,1671442869820,2.56,22.26,"8km W of Ahwahnee, CA",37.3525,-119.8201667,earthquake,reviewed,0,101,nc
1,1671277182860,3.57,5.48,"1km ENE of El Cerrito, CA",37.9181667,-122.304,earthquake,reviewed,0,616,nc
1,1670982915630,2.58,5.57,"16km NW of Pinnacles, CA",36.6455,-121.2621667,earthquake,reviewed,0,103,nc
1,1670934688820,3.28,8.88,"10km NW of Pinnacles, CA",36.6046667,-121.2093333,earthquake,reviewed,0,173,nc
